; UNITS:,  PgC year-1,  PgC year-1,  PgC year-1,  PgC year-1,  Tg year-1,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppb,  Tg CH4 year-1,  ppm,  Tg CO year-1, W/m2, W/m2,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppb,  Tg N year-1,  Tg year-1,  Tg NMVOC year-1,  Tg N year-1,  Tg year-1,  ppt,  ppt,  Gg S year-1, W/m2,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt
Date,ffi_emissions,luc_emissions,daccs_uptake,luc_uptake,BC_emissions,C2F6_constrain,C2F6_emissions,CCl4_constrain,CCl4_emissions,CF4_constrain,CF4_emissions,CFC113_constrain,CFC113_emissions,CFC114_constrain,CFC114_emissions,CFC115_constrain,CFC115_emissions,CFC11_constrain,CFC11_emissions,CFC12_constrain,CFC12_emissions,CH3Br_constrain,CH3Br_emissions,CH3CCl3_emissions,CH3Cl_constrain,CH3Cl_emissions,CH4_constrain,CH4_emissions,CO2_constrain,CO_emissions,Ftalbedo,Ftot_constrain,HCFC141b_constrain,HCFC141b_emissions,HCFC142b_constrain,HCFC142b_emissions,HCFC22_constrain,HCFC22_emissions,HFC125_constrain,HFC125_emissions,HFC134a_constrain,HFC134a_emissions,HFC143a_constrain,HFC143a_emissions,HFC227ea_constrain,HFC227ea_emissions,HFC23_constrain,HFC23_emissions,HFC245_constrain,HFC245fa_emissions,HFC32_constrain,HFC32_emissions,HFC4310_constrain,HFC4310_emissions,N2O_constrain,N2O_emissions,NH3_emissions,NMVOC_emissions,NOX_emissions,OC_emissions,SF6_constrain,SF6_emissions,SO2_emissions,SV,halon1211_constrain,halon1211_emissions,halon1301_constrain,halon1301_emissions,halon2402_constrain,halon2402_emissions
1779,0.004002423591524652,0.07478143234325531,0,0,0.45696563,0,0,0,0,35,0.01069803,0,0,0,0,0,0,0,0,0,0,5.799999999999998,157.267,0,480,3100.211,730.1977377031276,8.2434776,279.9422079595029,60.332558,-0.0066431427697566355,0.3032845023966503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.2466264379569,0.06926107362916344,1.3156358285714285,10.715533,0.875187390875084,3.3983254,0,0,332.95223719188766,0.19997783392710688,0,0,0,0,0,0
1780,0.004002423591524652,0.08012296393963492,0,0,0.48460014,0,0,0,0,35,0.010693826,0,0,0,0,0,0,0,0,0,0,5.799999999999998,157.267,0,480,3100.211,730.6892168738925,8.7397674,280.0965176891983,64.32287,-0.0068722166583689345,0.34601036544468844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.26648054814484,0.07419181267914753,1.3334385928571426,11.424951,0.9345348831649529,3.6193057,0,0,351.668259875195,0.19999029664794787,0,0,0,0,0,0
1781,0.005003029514420964,0.08546449453540861,0,0,0.51235288,0,0,0,0,35,0.010689617,0,0,0,0,0,0,0,0,0,0,5.799999999999998,157.267,0,480,3100.211,731.150987762557,9.2382426,280.2422589817351,68.32072,-0.007101290546981233,0.34580201155179013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.28622694520544,0.07912294079983641,1.3545046285714284,12.135692,0.9939571414473882,3.840799899999999,0,0,370.50393893915754,0.1999944845383448,0,0,0,0,0,0
1782,0.005003029514420964,0.09080602513118229,0,0,0.5402275,0,0,0,0,35,0.010685398,0,0,0,0,0,0,0,0,0,0,5.799999999999998,157.267,0,480,3100.211,731.5818627203196,9.738970599999998,280.38166670319634,72.32634,-0.00733036443559353,0.32145717845528576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.30587929566207,0.08405446999341117,1.371455207142857,12.847795,1.0534564365118348,4.062823799999999,0,0,389.4629701404056,0.1999958872791605,0,0,0,0,0,0
1783,0.005003029514420964,0.0961475567275619,0,0,0.56822778,0,0,0,0,35,0.010681171,0,0,0,0,0,0,0,0,0,0,5.799999999999998,157.267,0,480,3100.211,731.9866193650782,10.242021,280.5185055613943,76.339972,-0.007559438324205827,-1.707538900303412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.3254153680228,0.08898641226205295,1.3879929285714283,13.561303,1.1130352492207707,4.2853938,0,0,408.5491694227769,-1.7920852484612857,0,0,0,0,0,0
1784,0.005003029514420964,0.1014890873233356,0,0,0.59635759,0,0,0,0,35,0.010676935,0,0,0,0,0,0,0,0,0,0,5.799999999999998,157.267,0,480,3100.211,732.3773573967985,10.747466,280.658229201038,80.361863,-0.007788512212818126,-3.8404788465173194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.3450366053721,0.09391878160830643,1.4041266571428572,14.27626,1.1726959904123284,4.508526799999999,0,0,427.76646290171607,-3.8814611745285,0,0,0,0,0,0
1785,0.005003029514420964,0.10683062192153296,0,0,0.62462095,0,0,0,0,35,0.010672691,0,0,0,0,0,0,0,0,0,0,5.799999999999998,157.267,0,480,3100.211,732.7611048984016,11.25538,280.8039932191781,84.392268,-0.008017586101430425,-1.4718588254648652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.3646756700913,0.09885159103453445,1.4198654999999998,14.992710999999998,1.2324412609907187,4.7322403,0,0,447.1189269266771,-1.4760962345332935,0,0,0,0,0,0
1786,0.005003029514420964,0.11217214651367113,0,0,0.65302198,0,0,0,0,35,0.010668437,0,0,0,0,0,0,0,0,0,0,5.799999999999998,157.267,0,480,3100.211,733.1479632990867,11.765839,280.9579931369863,88.431451,-0.008246659990042721,-0.5629108342183631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.38435947374427,0.10378485054255461,1.4352181999999998,15.710701,1.2922734617905967,4.956552200000001,0,0,466.6107179719189,-0.5478032647646129,0,0,0,0,0,0
1787,0.005003029514420964,0.11751368111186851,0,0,0.68156496,0,0,0,0,35,0.010664172,0,0,0,0,0,0,0,0,0,0,5.799999999999998,157.267,0,480,3100.211,733.546626062885,12.278921,281.1182885697033,92.479683,-0.008475733878655018,-0.11466808181301077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.40401400410457,0.10871858713727447,1.4501935,16.430278,1.352195493820505,5.1814809,0,0,486.2461627769111,-0.11322575107529882,0,0,0,0,0,0
1788,0.005003029514420964,0.12285521571006588,0,0,0.71025425,0,0,0,0,35,0.01065989899999999,0,0,0,0,0,0,0,0,0,0,5.799999999999998,157.267,0,480,3100.211,733.9697509748356,12.794707,281.28183982473735,96.537244,-0.008704807767267318,0.15911002848390443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.42382067488825,0.11365279381742172,1.4648006285714283,17.151491,1.4122100580194317,5.4070456,0,0,506.0296882371295,0.09196183409608093,0,0,0,0,0,0
1789,0.005003029514420964,0.12819674030220402,0,0,0.73909439,0,0,0,0,35,0.01065561399999999,0,0,0,0,0,0,0,0,0,0,5.799999999999998,157.267,0,480,3100.211,734.424014144977,13.313282,281.4427201004566,100.60442,-0.008933881655879614,0.3108504018158612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.4436899851597,0.11858750058844912,1.4790482071428568,17.874391,1.4723200553959177,5.633266000000001,0,0,525.9658915132604,0.16357830901570727,0,0,0,0,0,0
